customer_id,customer_name,registration_date,is_vip,order_id,order_date,product_id,product_name,category,unit_price,item_quantity,total_item_price,total_order_value_percentage
1,Customer 1,2022-12-31 04:19:19,True,3,2023-09-06 00:42:50,1,Item 1 for Order 3,Electronics,0.0,1,0.0,0.0
1,Customer 1,2022-12-31 04:19:19,True,84,2024-02-27 21:24:16,,None,Misc,0.0,0,0.0,0.0
1,Customer 1,2022-12-31 04:19:19,True,,2025-05-03 08:09:20,1,Item 1 for Order 2,Home Goods,52.7,2,105.4,0.0
1,Customer 1,2022-12-31 04:19:19,True,,2025-05-03 08:09:20,2,Item 2 for Order 2,Misc,498.45,5,2492.25,0.0
1,Customer 1,2022-12-31 04:19:19,True,,2025-05-03 08:09:20,3,Item 3 for Order 2,Misc,168.15,1,168.15,0.0
2,Customer 2,2022-05-27 00:23:28,False,3,2023-01-01 07:32:50,,None,Misc,0.0,0,0.0,0.0
2,Customer 2,2022-05-27 00:23:28,False,5,2024-08-28 19:37:56,1,Item 1 for Order 5,Misc,342.68,2,685.36,0.30523254519299714
2,Customer 2,2022-05-27 00:23:28,False,5,2024-08-28 19:37:56,2,Item 2 for Order 5,Apparel,134.09,0,0.0,0.0
2,Customer 2,2022-05-27 00:23:28,False,5,2024-08-28 19:37:56,3,Item 3 for Order 5,Electronics,295.97,1,295.97,0.13181346504139632
2,Customer 2,2022-05-27 00:23:28,False,5,2024-08-28 19:37:56,4,Item 4 for Order 5,Misc,316.01,4,1264.04,0.5629539897656066
2,Customer 2,2022-05-27 00:23:28,False,6,2024-08-19 12:44:15,1,Item 1 for Order 6,Home Goods,404.43,4,1617.72,0.7877751968561452
2,Customer 2,2022-05-27 00:23:28,False,6,2024-08-19 12:44:15,2,Item 2 for Order 6,Misc,145.27,3,435.81000000000006,0.21222480314385472
3,Customer 3,2022-01-20 00:24:36,False,7,2023-10-21 05:21:52,1,Item 1 for Order 7,Electronics,180.68,3,542.04,0.2086181415111768
3,Customer 3,2022-01-20 00:24:36,False,7,2023-10-21 05:21:52,2,Item 2 for Order 7,Misc,390.37,2,780.74,0.30048802266149394
3,Customer 3,2022-01-20 00:24:36,False,7,2023-10-21 05:21:52,4,Item 4 for Order 7,Books,393.32,3,1179.96,0.4541381858488824
3,Customer 3,2022-01-20 00:24:36,False,7,2023-10-21 05:21:52,,Item 3 for Order 7,Home Goods,19.1,5,95.5,0.03675564997844695
3,Customer 3,2022-01-20 00:24:36,False,7,2025-03-19 19:55:40,,None,Misc,0.0,0,0.0,0.0
4,Customer 4,2022-05-09 03:51:05,True,10,2025-02-16 23:36:58,1,Item 1 for Order 10,Electronics,140.12,1,140.12,0.3134886010246773
4,Customer 4,2022-05-09 03:51:05,True,10,2025-02-16 23:36:58,2,Item 2 for Order 10,Apparel,61.37,5,306.84999999999997,0.6865113989753227
4,Customer 4,2022-05-09 03:51:05,True,,2025-02-01 21:43:33,1,Item 1 for Order 9,Apparel,498.83,1,498.83,0.0
4,Customer 4,2022-05-09 03:51:05,True,,2025-02-01 21:43:33,2,   ,Misc,37.13,1,37.13,0.0
4,Customer 4,2022-05-09 03:51:05,True,,2025-02-01 21:43:33,3,Item 3 for Order 9,Misc,278.53,2,557.06,0.0
4,Customer 4,2022-05-09 03:51:05,True,,2025-02-01 21:43:33,4,Item 4 for Order 9,Misc,416.93,2,833.86,0.0
5,Customer 5,2022-03-07 03:27:02,False,,,,None,Misc,0.0,0,0.0,0.0
6,Customer 6,2023-08-07 11:01:29,False,10,2025-06-16 23:38:58,,None,Misc,0.0,0,0.0,0.0
7,Customer 7,2022-05-05 12:49:27,False,10,2024-03-29 19:35:24,,None,Misc,0.0,0,0.0,0.0
7,Customer 7,2022-05-05 12:49:27,False,13,2025-01-16 09:12:03,1,Item 1 for Order 13,Misc,10.39,3,31.17,0.006846516776931389
7,Customer 7,2022-05-05 12:49:27,False,13,2025-01-16 09:12:03,2,Item 2 for Order 13,Home Goods,88.83,2,177.66,0.03902316877092174
7,Customer 7,2022-05-05 12:49:27,False,13,2025-01-16 09:12:03,3,Item 3 for Order 13,Apparel,479.75,5,2398.75,0.5268874596940702
7,Customer 7,2022-05-05 12:49:27,False,13,2025-01-16 09:12:03,4,Item 4 for Order 13,Apparel,389.02,5,1945.1,0.4272428547580765
8,Customer 8,2022-01-15 19:06:56,True,15,2023-08-20 02:36:30,2,Item 2 for Order 15,Apparel,326.56,3,979.6800000000001,0.47409070672267284
8,Customer 8,2022-01-15 19:06:56,True,15,2023-08-20 02:36:30,3,Item 3 for Order 15,Misc,0.0,4,0.0,0.0
8,Customer 8,2022-01-15 19:06:56,True,15,2023-08-20 02:36:30,,Item 1 for Order 15,Apparel,271.69,4,1086.76,0.5259092932773272
8,Customer 8,2022-01-15 19:06:56,True,,2023-02-10 15:29:15,1,Item 1 for Order 14,Books,343.64,5,1718.1999999999998,0.0
9,Customer 9,2022-01-18 20:53:36,False,16,2023-11-12 16:01:13,1,Item 1 for Order 16,Misc,455.9,1,455.9,0.18114272091544817
9,Customer 9,2022-01-18 20:53:36,False,16,2023-11-12 16:01:13,2,Item 2 for Order 16,Home Goods,469.09,4,1876.36,0.7455340114431023
9,Customer 9,2022-01-18 20:53:36,False,16,2023-11-12 16:01:13,3,Item 3 for Order 16,Misc,16.97,5,84.85,0.03371344564526382
9,Customer 9,2022-01-18 20:53:36,False,16,2023-11-12 16:01:13,4,Item 4 for Order 16,Misc,99.69,1,99.69,0.03960982199618563
9,Customer 9,2022-01-18 20:53:36,False,17,2024-12-06 14:20:30,1,Item 1 for Order 17,Apparel,0.0,1,0.0,0.0
9,Customer 9,2022-01-18 20:53:36,False,18,2025-01-03 16:45:51,1,Item 1 for Order 18,Electronics,466.33,1,466.33,0.8247497435534648
9,Customer 9,2022-01-18 20:53:36,False,18,2025-01-03 16:45:51,2,Item 2 for Order 18,Books,33.03,3,99.09,0.17525025644653533
9,Customer 9,2022-01-18 20:53:36,False,19,2025-03-31 16:55:58,1,Item 1 for Order 19,Electronics,362.25,2,724.5,1.0
10,Customer 10,2024-04-06 17:57:38,False,20,2025-05-30 19:26:40,1,Item 1 for Order 20,Home Goods,342.76,2,685.52,1.0
10,Customer 10,2024-04-06 17:57:38,False,21,2025-03-25 10:08:03,1,Item 1 for Order 21,Electronics,447.97,5,2239.8500000000004,0.642070471953401
10,Customer 10,2024-04-06 17:57:38,False,21,2025-03-25 10:08:03,2,Item 2 for Order 21,Electronics,416.21,3,1248.6299999999999,0.357929528046599
11,Customer 11,2022-03-17 02:58:46,True,,,,None,Misc,0.0,0,0.0,0.0
12,Customer 12,,False,22,2025-04-19 18:17:21,1,Item 1 for Order 22,Books,46.84,1,46.84,0.09372498799423724
12,Customer 12,,False,22,2025-04-19 18:17:21,2,Item 2 for Order 22,Misc,47.13,4,188.52,0.37722106611173367
12,Customer 12,,False,22,2025-04-19 18:17:21,3,Item 3 for Order 22,Home Goods,264.4,1,264.4,0.5290539458940291
12,Customer 12,,False,23,2024-07-13 20:31:44,1,Item 1 for Order 23,Misc,172.16,5,860.8,1.0
13,Customer 13,2023-10-30 07:34:32,False,23,2024-06-23 21:55:53,,None,Misc,0.0,0,0.0,0.0
13,Customer 13,2023-10-30 07:34:32,False,25,2024-11-13 16:17:30,2,Item 2 for Order 25,Misc,382.92,1,382.92,0.5152383643482824
13,Customer 13,2023-10-30 07:34:32,False,25,2024-11-13 16:17:30,,Item 1 for Order 25,Misc,120.09,3,360.27,0.48476163565171754
14,Customer 14,2023-04-28 01:20:45,False,25,2023-12-03 11:25:05,,None,Misc,0.0,0,0.0,0.0
14,Customer 14,2023-04-28 01:20:45,False,27,2025-05-26 05:06:38,1,Item 1 for Order 27,Apparel,294.93,2,589.86,0.22889672755212515
14,Customer 14,2023-04-28 01:20:45,False,27,2025-05-26 05:06:38,3,Item 3 for Order 27,Home Goods,18.35,5,91.75,0.03560382930340671
14,Customer 14,2023-04-28 01:20:45,False,27,2025-05-26 05:06:38,4,Item 4 for Order 27,Books,46.24,1,46.24,0.017943553863646065
14,Customer 14,2023-04-28 01:20:45,False,27,2025-05-26 05:06:38,5,Item 5 for Order 27,Apparel,255.05,4,1020.2,0.39589129869575507
14,Customer 14,2023-04-28 01:20:45,False,27,2025-05-26 05:06:38,,Item 2 for Order 27,Electronics,207.23,4,828.92,0.3216645905850669
14,Customer 14,2023-04-28 01:20:45,False,27,2024-03-17 05:41:44,,None,Misc,0.0,0,0.0,0.0
15,Customer 15,2023-01-05 10:56:57,True,27,2023-04-20 13:39:59,,None,Misc,0.0,0,0.0,0.0
16,Customer 16,2022-09-22 19:35:51,False,30,2024-10-08 00:29:36,1,Item 1 for Order 30,Misc,93.46,3,280.38,0.37095643200190515
16,Customer 16,2022-09-22 19:35:51,False,30,2024-10-08 00:29:36,2,Item 2 for Order 30,Home Goods,90.41,0,0.0,0.0
16,Customer 16,2022-09-22 19:35:51,False,30,2024-10-08 00:29:36,3,Item 3 for Order 30,Home Goods,95.09,5,475.45000000000005,0.6290435679980948
